latitude,longitude
10.608651,78.73359
10.608651,78.98359
10.858651,78.98359
10.858651,79.23359
10.858651,78.48359
10.858651,78.73359
10.358651,77.98359
10.358651,77.73359
10.358651,78.23359
10.608651,78.23359
10.608651,77.98359
10.608651,77.73359
10.858651,78.23359
10.858651,77.98359
10.858651,77.73359
11.108651,78.23359
11.108651,78.48359
11.108651,79.23359
11.108651,78.98359
11.108651,78.73359
11.358651,78.48359
11.358651,78.98359
11.358651,78.73359
11.608651,78.73359
11.608651,78.48359
11.608651,78.98359
11.108651,77.98359
11.108651,77.73359
11.358651,77.73359
11.358651,77.98359
11.358651,78.23359
11.608651,77.98359
11.608651,77.73359
11.608651,78.23359
11.858651,77.98359
11.858651,77.73359
11.858651,78.73359
11.858651,78.98359
11.858651,78.48359
12.108651,78.73359
12.108651,78.48359
12.108651,78.98359
12.358651,78.73359
12.358651,78.48359
12.358651,78.98359
12.608651,78.48359
10.20799842054835,79.86291578773037
10.21065903417562,79.73751316450394
10.219553775657022,79.48844558768361
10.340030914842112,79.86158517726527
10.358651,79.48359
10.358651,79.73359
10.608514821750537,79.73340836460366
10.53522295691596,79.85962552488276
10.608651,79.48359
10.8589983255072,79.73272919812403
10.938375065960658,79.8612340423092
10.858651,79.48359
11.105398500745615,79.72547409881817
10.98740502763719,79.8591401638381
11.108651,79.48359
11.358651,79.23359
11.358651,79.48359
11.35820620959481,79.70376219715457
11.608651,79.23359
11.608651,79.48359
11.610942556690796,79.71284826231813
11.858651,79.23359
11.942892165217788,79.87203306728718
11.861146434761737,79.73013219451735
11.858651,79.48359
12.108651,79.23359
12.133481787857207,79.93187533894883
12.108651,79.73359
12.108651,79.48359
12.432685793701616,80.139004273279
12.620546179881897,80.1653990578495
12.358651,79.23359
12.358651,79.73359
12.360375992440872,79.97794011427688
12.358651,79.48359
12.608651,79.23359
12.608651,79.48359
12.608651,79.98359
12.608651,79.73359
12.858651,79.23359
12.858651,79.48359
12.866233224010326,80.19644192499528
13.112674613728405,80.22775016993437
13.215579626373648,80.35952341752754
13.262169000527175,80.36064558104401
12.858651,79.98359
12.858651,79.73359
13.108651,79.73359
13.108651,79.48359
13.108651,79.23359
13.108651,79.98359
13.358651,79.23359
13.358651,79.73359
13.358651,79.98359
13.358651,79.48359
13.350975148491907,80.21674065701569
13.60495118245543,80.19541285146734
13.84572536031099,80.17164876379164
13.858651,79.98359
14.108102968487994,79.98172864037724
13.608651,79.23359
13.608651,79.73359
13.608651,79.48359
13.608651,79.98359
13.858651,79.23359
13.858651,79.48359
13.858651,79.73359
14.108651,79.23359
14.108651,79.48359
14.108651,79.73359
14.085857806150653,80.13966587500335
14.358651,79.98359
14.356588722470207,80.14299211938429
14.608651,79.98359
14.574824088991647,80.13188182629062
11.858651,78.23359
12.108651,77.98359
12.108651,77.73359
12.108651,78.23359
12.358651,77.73359
12.358651,77.98359
12.358651,78.23359
12.608651,77.98359
12.608651,77.73359
12.608651,78.23359
12.608651,78.73359
12.608651,78.98359
12.858651,78.48359
12.858651,78.98359
12.858651,78.73359
13.108651,78.48359
13.108651,78.73359
13.108651,78.98359
13.358651,78.48359
13.358651,78.98359
12.858651,77.98359
12.858651,78.23359
12.858651,77.73359
13.108651,77.98359
13.108651,77.73359
13.108651,78.23359
13.358651,77.73359
13.358651,77.98359
13.358651,78.23359
13.608651,77.73359
13.358651,78.73359
13.608651,78.48359
13.608651,78.98359
13.608651,78.73359
13.858651,78.48359
13.858651,78.98359
13.858651,78.73359
14.108651,78.98359
14.108651,78.73359
14.108651,78.48359
13.608651,77.98359
13.608651,78.23359
13.858651,77.73359
13.858651,78.23359
13.858651,77.98359
14.108651,78.23359
14.108651,77.73359
14.108651,77.98359
14.358651,77.73359
14.358651,78.23359
14.358651,78.48359
14.358651,78.98359
14.358651,78.73359
14.608651,78.48359
14.608651,78.98359
14.608651,78.73359
14.858651,78.48359
14.858651,78.98359
14.858651,78.73359
15.108651,78.98359
14.358651,79.23359
14.358651,79.48359
14.358651,79.73359
14.608651,79.23359
14.608651,79.48359
14.608651,79.73359
14.858651,79.48359
14.858651,79.73359
14.858651,79.23359
15.108651,79.73359
14.358651,77.98359
14.608651,77.73359
14.608651,78.23359
14.608651,77.98359
14.858651,77.73359
14.858651,78.23359
14.858651,77.98359
15.108651,77.73359
15.108651,78.23359
15.108651,77.98359
15.108651,78.73359
15.108651,78.48359
15.358651,78.73359
15.358651,78.48359
15.358651,78.98359
15.608651,78.73359
15.608651,78.98359
15.608651,78.48359
15.858651,78.73359
15.858651,78.98359
15.108651,79.23359
15.108651,79.48359
15.358651,79.23359
15.358651,79.73359
15.358651,79.48359
15.608651,79.23359
15.608651,79.48359
15.608651,79.73359
15.858651,79.23359
15.858651,79.48359
16.38857794856875,81.72926457473808
16.462776455643482,82.1649880071567
16.42592977983283,81.96588626384892
16.608651000000002,81.73359
16.608651000000002,81.98359
16.613362118089107,82.2227176255294
16.72396412117025,82.36209896552013
16.858651000000002,81.98359
16.855937303789208,82.22424809837506
16.858651000000002,81.73359
17.108651000000002,81.98359
17.108651000000002,81.73359
17.108651000000002,82.23359
17.358651000000002,81.73359
17.358651000000002,81.98359
17.358651000000002,82.23359
17.608651000000002,81.73359
16.833987998770112,82.37839329372217
17.14512685962843,82.44488512815653
17.226505154686137,82.62268902333027
17.37771222545642,82.7217674568354
17.358651000000002,82.48359
17.43474271821839,82.95115075141099
17.608651000000002,82.73359
12.608651,76.73359
12.608651,76.48359
12.858651,76.23359
12.858651,76.73359
12.858651,76.48359
13.108651,76.73359
13.108651,76.23359
13.108651,76.48359
13.358651,76.23359
13.358651,76.73359
12.608651,75.73359
12.608651,75.98359
12.858651,75.98359
12.858651,75.48359
12.858651,75.73359
13.108651,75.48359
13.108651,75.73359
13.108651,75.98359
13.358651,75.48359
13.358651,75.73359
13.358651,76.48359
13.608651,76.73359
13.608651,76.23359
13.608651,76.48359
13.858651,76.73359
13.858651,76.23359
13.858651,76.48359
14.108651,76.73359
14.108651,76.23359
14.108651,76.48359
13.358651,77.48359
13.608651,77.23359
13.608651,76.98359
13.608651,77.48359
13.858651,76.98359
13.858651,77.48359
13.858651,77.23359
14.108651,77.48359
14.108651,76.98359
14.108651,77.23359
13.362976765312014,74.76640125982016
13.608651,75.23359
13.612955312423233,74.75416174941884
13.608651,74.98359
13.858651,75.23359
13.858651,74.98359
13.858794825991508,74.73373983760749
14.108651,74.73359
14.108651,75.23359
14.108651,74.98359
13.358651,75.98359
13.608651,75.73359
13.608651,75.48359
13.608651,75.98359
13.858651,75.73359
13.858651,75.48359
13.858651,75.98359
14.108651,75.48359
14.108651,75.73359
14.108651,75.98359
14.358651,74.98359
14.358651,75.23359
14.358651,74.73359
14.608651,75.23359
14.608651,74.73359
14.608651,74.98359
14.858651,74.98359
14.858651,75.23359
14.858651,74.73359
15.108651,74.98359
14.358651,77.23359
14.358651,76.98359
14.358651,77.48359
14.608651,77.23359
14.608651,76.98359
14.608651,77.48359
14.858651,77.23359
14.858651,76.98359
14.858651,77.48359
15.108651,77.23359
14.358651,76.73359
14.358651,76.23359
14.358651,76.48359
14.608651,76.73359
14.608651,76.23359
14.608651,76.48359
14.858651,76.73359
14.858651,76.23359
14.858651,76.48359
15.108651,76.73359
14.358651,75.48359
14.358651,75.98359
14.358651,75.73359
14.608651,75.73359
14.608651,75.98359
14.608651,75.48359
14.858651,75.98359
14.858651,75.73359
14.858651,75.48359
15.108651,75.98359
13.914551276818687,74.57647366277521
14.11762542819529,74.53320142826837
14.364638394170642,74.5032264564883
14.6347065858634,74.31952870774124
14.608963421139922,74.48391609797305
14.858651,74.48359
14.877819151677127,74.25773896378723
14.964211419691505,74.06701249090504
15.108651,74.23359
15.42207774207513,73.84276497419604
15.628418527764575,73.79955091978754
15.868219671778474,73.74736924195682
15.1185876490591,74.02465958360398
15.108651,74.48359
15.358651,74.23359
15.364414467408935,73.9905244419412
15.358651,74.48359
15.608651,74.23359
15.608651,73.98359
15.608651,74.48359
15.858651,73.98359
15.858651,74.23359
15.958274772074402,73.56635421139498
16.108651000000002,73.73359
16.12068196339643,73.53890983977206
16.48040934756667,73.35757468111024
16.358651000000002,73.73359
16.366246047267882,73.50048787268719
16.57322280657807,73.35347983092667
16.608811505625468,73.48492249920169
16.608651000000002,73.73359
15.858651,74.48359
16.108651000000002,74.48359000000002
16.108651000000002,74.23359000000002
16.108651000000002,73.98359000000002
16.358651000000002,73.98359
16.358651000000002,74.48359
16.358651000000002,74.23359
16.608651000000002,73.98359
16.608651000000002,74.48359
16.608651000000002,74.23359
16.858651000000002,73.98359
16.858651000000002,74.48359
16.858651000000002,74.23359
17.108651000000002,73.98359
17.108651000000002,74.48359
17.108651000000002,74.23359
17.358651000000002,74.23359
17.358651000000002,73.98359
17.358651000000002,74.48359
17.608651000000002,74.23359
16.885732291165038,73.34583408447614
16.858651000000002,73.48359
16.858651000000002,73.73359
17.132292908973966,73.32275973475544
17.108651000000002,73.48359
17.108651000000002,73.73359
17.370092848548925,73.29072074902484
17.358651000000002,73.48359
17.358651000000002,73.73359
17.616413056757015,73.27179605456237
17.924958625164347,73.10330000000002
18.136815035633187,73.06093288809667
17.608651000000002,73.98359
17.608651000000002,74.48359
17.858651000000002,74.23359
17.858651000000002,74.48359
17.858651000000002,73.98359
18.108651000000002,74.48359
18.108651000000002,73.98359
18.108651000000002,74.23359
18.358651000000002,74.23359
18.358651000000002,74.48359
17.608651000000002,73.48359
17.608651000000002,73.73359
17.86241845987836,73.23897267948134
17.858651000000002,73.48359
17.858651000000002,73.73359
18.108952277154287,73.23392385464629
18.108651000000002,73.48359
18.108651000000002,73.73359
18.358651000000002,73.23359
18.358651000000002,73.48359
18.358651000000002,73.98359
18.608651000000002,73.98359
18.608651000000002,74.23359
18.608651000000002,74.48359
18.858651000000002,73.98359
18.858651000000002,74.23359
18.858651000000002,74.48359
19.108651000000002,74.23359
19.108651000000002,73.98359
19.108651000000002,74.48359
18.366845663490956,73.04745504418338
18.61828433803989,73.03381308021872
18.856249637278673,73.03979536180573
19.22109950430635,72.85610873636146
19.11959391933524,72.99173195938954
20.948288490371315,70.5481559388154
19.403632349358258,72.83994521311398
19.358941116626536,72.98731660598881
19.647981559847207,72.8080678376667
19.609294164285895,72.98481417637409
19.858651000000002,72.98359
19.85060034609296,72.796285583009
20.108651000000002,72.98359
20.075910837394503,72.84098000278105
20.245011287781605,72.8565041532035
20.344275854020495,73.00353835040087
20.913587499889623,71.47042267256039
20.72525919118251,70.97369699235313
20.733307986813188,71.11155525015832
20.891051756628364,70.7495993584955
20.85884505212324,70.98377764692367
18.358651000000002,75.23359
18.608651000000002,74.73359
18.608651000000002,74.98359
18.608651000000002,75.23359
18.858651000000002,74.73359
18.858651000000002,74.98359
18.858651000000002,75.23359
19.108651000000002,74.73359
19.108651000000002,74.98359
19.108651000000002,75.23359
18.358651000000002,73.73359
18.608651000000002,73.23359
18.608651000000002,73.73359
18.608651000000002,73.48359
18.858651000000002,73.23359
18.858651000000002,73.48359
18.858651000000002,73.73359
19.108651000000002,73.23359
19.108651000000002,73.48359
19.108651000000002,73.73359
19.358651000000002,73.23359
19.358651000000002,73.48359
19.358651000000002,73.73359
19.608651000000002,73.73359
19.608651000000002,73.48359
19.608651000000002,73.23359
19.858651000000002,73.48359
19.858651000000002,73.73359
19.858651000000002,73.23359
20.108651000000002,73.23359
19.358651000000002,74.73359
19.358651000000002,74.98359
19.358651000000002,75.23359
19.608651000000002,74.98359
19.608651000000002,74.73359
19.608651000000002,75.23359
19.858651000000002,74.98359
19.858651000000002,74.73359
19.858651000000002,75.23359
20.108651000000002,74.73359
19.358651000000002,74.23359
19.358651000000002,74.48359
19.358651000000002,73.98359
19.608651000000002,74.48359
19.608651000000002,73.98359
19.608651000000002,74.23359
19.858651000000002,74.23359
19.858651000000002,73.98359
19.858651000000002,74.48359
20.108651000000002,74.23359
20.108651000000002,74.98359
20.108651000000002,75.23359
20.358651000000002,74.73359
20.358651000000002,74.98359
20.358651000000002,75.23359
20.608651000000002,74.73359
20.608651000000002,74.98359
20.608651000000002,75.23359
20.858651000000002,74.73359
20.858651000000002,74.98359
20.108651000000002,73.73359
20.108651000000002,73.48359
20.358651000000002,73.48359
20.358651000000002,73.73359
20.358651000000002,73.23359
20.608651000000002,73.48359
20.608651000000002,73.73359
20.608651000000002,73.23359
20.858651000000002,73.48359
20.858651000000002,73.23359
20.108651000000002,73.98359
20.108651000000002,74.48359
20.358651000000002,74.23359
20.358651000000002,73.98359
20.358651000000002,74.48359
20.608651000000002,73.98359
20.608651000000002,74.23359
20.608651000000002,74.48359
20.858651000000002,73.98359
20.858651000000002,74.23359
20.858651000000002,73.73359
21.108651000000002,73.48359
21.108651000000002,73.23359
21.108651000000002,73.73359
21.358651,73.73359
21.358651,73.23359
21.358651,73.48359
21.608651,73.48359
21.608651,73.23359
21.608651,73.73359
20.858651000000002,74.48359
21.108651000000002,73.98359
21.108651000000002,74.23359
21.108651000000002,74.48359
21.358651,74.23359
21.358651,73.98359
21.358651,74.48359
21.608651,74.23359
21.608651,73.98359
21.608651,74.48359
21.111172192553767,70.48589657743601
21.162280295872783,70.28922674804181
21.41481762062935,70.04191346901032
21.358651,70.48359
21.360295438234644,70.23524119972224
21.610921012084923,69.98587135775102
21.608651,70.48359
21.608651,70.23359
21.667513282242407,69.79452466385104
21.861633794638436,69.73659048219287
21.923290899702025,69.53669842453304
22.15574787786121,69.30197682698056
22.109112796188224,69.48404264019379
22.108651,69.73359
22.33820239369228,69.25183553882071
22.28053854224442,69.48766748405967
22.303826063717462,69.7432089772215
22.492890666666668,69.18514817220579
21.858651,69.98359
21.858651,70.23359
21.858651,70.48359
22.108651,69.98359
22.108651,70.23359
22.108651,70.48359
22.35400912322027,69.98710688138148
22.358651,70.23359
22.358651,70.48359
22.510927547237262,70.2594541028805
22.49070491715579,70.07321103887641
22.601370128082845,70.49292946540893
22.946810747121198,70.21714590724511
22.90209799743053,69.96499941039988
22.835594126375735,70.52742528912233
23.108651,70.23359
23.108651,69.98359
23.115592681387888,70.48075094950532
23.358651,70.23359
23.358651,70.48359
23.163645028998527,69.00700347431314
23.214701143647023,68.84069779267796
23.360021108617442,68.98634576676602
22.953574395953535,69.30577489056971
22.9230926195047,69.49329306273648
22.895747030127055,69.740206510545
23.11292394616622,69.2373412781564
23.108651,69.48359
23.108651,69.73359
23.358651,69.23359
23.358651,69.48359
20.613068167608077,73.03696361330245
20.86687166176879,72.99805796058506
20.96892759781121,72.85306281704969
21.108651000000002,72.98359
21.14177949060927,72.80179466545609
20.954187680827857,71.65830343226928
21.108651000000002,71.48359
21.155044972395626,71.96814196518787
21.112611517403362,71.730282831473
21.358651,71.48359
21.358651,71.98359
21.358651,71.73359
21.608651,71.48359
21.608651,71.98359
21.608651,71.73359
20.879609605021866,71.22476191084057
21.108651000000002,70.73359
21.108651000000002,71.23359
21.108651000000002,70.98359
21.358651,70.73359
21.358651,71.23359
21.358651,70.98359
21.608651,71.23359
21.608651,70.73359
21.608651,70.98359
21.19962466660391,72.16741643031416
21.3698658586583,72.21380803960932
21.358651,72.98359
21.34345875380465,72.79760916768407
21.47359967995144,72.36322246618113
21.608651,72.23359
21.622941510761155,72.38623323693135
21.609416353944145,72.99196770076112
21.65900580448298,72.7719163502878
21.858651,71.48359
21.858651,71.98359
21.858651,71.73359
22.108651,71.48359
22.108651,71.98359
22.108651,71.73359
22.358651,71.48359
22.358651,71.98359
22.358651,71.73359
22.608651,71.73359
21.836916988704424,72.37662818802306
21.869433317980654,72.75548969474822
21.858651,72.23359
22.146245497430087,72.44188179621025
22.108651,72.23359
22.10742746583377,72.73859887506882
22.359224577588247,72.48354715574963
22.358651,72.23359
22.358651,72.73359
22.608651,72.23359
21.858651,71.23359
21.858651,70.73359
21.858651,70.98359
22.108651,71.23359
22.108651,70.73359
22.108651,70.98359
22.358651,70.73359
22.358651,71.23359
22.358651,70.98359
22.608651,70.73359
22.608651,71.48359
22.608651,71.98359
22.858651,71.98359
22.858651,71.73359
22.858651,71.48359
23.108651,71.73359
23.108651,71.98359
23.108651,71.48359
23.358651,71.48359
23.358651,71.73359
22.608651,72.73359
22.608651,72.48359
22.858651,72.23359
22.858651,72.73359
22.858651,72.48359
23.108651,72.48359
23.108651,72.23359
23.108651,72.73359
23.358651,72.23359
23.358651,72.73359
22.608651,70.98359
22.608651,71.23359
22.858104578432044,70.73416188876895
22.858651,70.98359
22.858651,71.23359
23.111240522604614,70.73654888555193
23.108651,70.98359
23.108651,71.23359
23.358651,70.73359
23.358651,71.23359
15.108651,75.23359
15.108651,74.73359
15.358651,75.23359
15.358651,74.73359
15.358651,74.98359
15.608651,75.23359
15.608651,74.73359
15.608651,74.98359
15.858651,75.23359
15.858651,74.73359
15.108651,76.98359
15.108651,77.48359
15.358651,77.48359
15.358651,76.98359
15.358651,77.23359
15.608651,76.98359
15.608651,77.23359
15.608651,77.48359
15.858651,76.98359
15.858651,77.23359
15.108651,75.48359
15.108651,75.73359
15.358651,75.48359
15.358651,75.73359
15.358651,75.98359
15.608651,75.98359
15.608651,75.48359
15.608651,75.73359
15.858651,75.98359
15.858651,75.48359
15.108651,76.48359
15.108651,76.23359
15.358651,76.73359
15.358651,76.23359
15.358651,76.48359
15.608651,76.73359
15.608651,76.23359
15.608651,76.48359
15.858651,76.73359
15.858651,76.23359
15.858651,77.48359
16.108651000000002,77.23359
16.108651000000002,76.98359000000002
16.108651000000002,77.48359
16.358651000000002,76.98359
16.358651000000002,77.23359
16.358651000000002,77.48359
16.608651000000002,77.48359
16.608651000000002,77.23359
16.608651000000002,76.98359
15.858651,75.73359
16.108651000000002,75.48359
16.108651000000002,75.98359
16.108651000000002,75.73359
16.358651000000002,75.48359
16.358651000000002,75.73359
16.358651000000002,75.98359
16.608651000000002,75.48359
16.608651000000002,75.73359
16.608651000000002,75.98359
15.858651,76.48359
16.108651000000002,76.73359000000002
16.108651000000002,76.23359
16.108651000000002,76.48359
16.358651000000002,76.73359
16.358651000000002,76.23359
16.358651000000002,76.48359
16.608651000000002,76.23359
16.608651000000002,76.73359
16.608651000000002,76.48359
15.858651,74.98359
16.108651000000002,74.98359000000002
16.108651000000002,75.23359
16.108651000000002,74.73359000000002
16.358651000000002,75.23359
16.358651000000002,74.98359
16.358651000000002,74.73359
16.608651000000002,74.98359
16.608651000000002,74.73359
16.608651000000002,75.23359
16.858651000000002,75.23359
16.858651000000002,74.73359
16.858651000000002,74.98359
17.108651000000002,75.23359
17.108651000000002,74.98359
17.108651000000002,74.73359
17.358651000000002,74.73359
17.358651000000002,75.23359
17.358651000000002,74.98359
17.608651000000002,75.23359
16.858651000000002,76.98359
16.858651000000002,77.23359
16.858651000000002,77.48359
17.108651000000002,77.48359
17.108651000000002,77.23359
17.108651000000002,76.98359
17.358651000000002,76.98359
17.358651000000002,77.23359
17.358651000000002,77.48359
17.608651000000002,77.48359
14.8527184851631,79.97034149740946
14.740350310011316,80.11040019378459
15.11366552521376,79.97294160171253
15.224367024343358,80.11069703095677
15.358651,79.98359
15.701887945961925,80.9245148339465
15.943032258411371,81.14545427468244
15.403307564670019,80.1702456301202
15.608651,79.98359
15.69887227510784,80.84439625818992
15.707325151365197,80.39256160306302
15.618473158328403,80.21818396706153
15.858651,79.98359
15.88408577024882,80.74167920064541
15.858651,80.23359
15.869325392512286,80.47524943991179
15.866918959528604,80.97282889361921
16.122792769554216,81.18790878826225
16.108651000000002,80.98359000000002
16.361935057875858,81.22996724987829
16.390999677411376,81.48320351337358
16.358651000000002,80.73359
16.358651000000002,80.98359
16.608651000000002,81.48359
16.608651000000002,81.23359
16.108651000000002,80.48359
16.108651000000002,79.98359
16.108651000000002,80.23359
16.108651000000002,80.73359000000002
16.358651000000002,79.98359
16.358651000000002,80.48359
16.358651000000002,80.23359
16.608651000000002,79.98359
16.608651000000002,80.48359
16.608651000000002,80.23359
16.608651000000002,80.73359
16.608651000000002,80.98359
16.858651000000002,81.48359
16.858651000000002,80.98359
16.858651000000002,80.73359
16.858651000000002,81.23359
17.108651000000002,80.73359
17.108651000000002,80.98359
17.108651000000002,81.48359
17.108651000000002,81.23359
16.858651000000002,79.98359
16.858651000000002,80.48359
16.858651000000002,80.23359
17.108651000000002,79.98359
17.108651000000002,80.23359
17.108651000000002,80.48359
17.358651000000002,79.98359
17.358651000000002,80.23359
17.358651000000002,80.48359
17.608651000000002,80.23359
17.358651000000002,80.98359
17.358651000000002,80.73359
17.358651000000002,81.48359
17.358651000000002,81.23359
17.608651000000002,81.23359
17.608651000000002,81.48359
17.608651000000002,80.98359
17.608651000000002,80.73359
17.858651000000002,81.48359
17.858651000000002,80.98359
17.608651000000002,79.98359
17.608651000000002,80.48359
17.858651000000002,79.98359
17.858651000000002,80.23359
17.858651000000002,80.48359
18.108651000000002,79.98359
18.108651000000002,80.48359
18.108651000000002,80.23359
18.358651000000002,79.98359
18.358651000000002,80.23359
17.858651000000002,80.73359
17.858651000000002,81.23359
18.108651000000002,80.73359
18.108651000000002,81.23359
18.108651000000002,80.98359
18.108651000000002,81.48359
18.358651000000002,81.48359
18.358651000000002,81.23359
18.358651000000002,80.98359
18.358651000000002,80.73359
15.358651,77.73359
15.358651,78.23359
15.358651,77.98359
15.608651,77.73359
15.608651,77.98359
15.608651,78.23359
15.858651,77.73359
15.858651,78.23359
15.858651,77.98359
16.108651000000002,78.23359000000002
15.858651,79.73359
16.108651000000002,79.23359
16.108651000000002,79.48359
16.108651000000002,79.73359
16.358651000000002,79.23359
16.358651000000002,79.48359
16.358651000000002,79.73359
16.608651000000002,79.23359
16.608651000000002,79.73359
16.608651000000002,79.48359
15.858651,78.48359
16.108651000000002,78.73359000000002
16.108651000000002,78.98359000000002
16.108651000000002,78.48359000000002
16.358651000000002,78.48359
16.358651000000002,78.98359
16.358651000000002,78.73359
16.608651000000002,78.98359
16.608651000000002,78.73359
16.608651000000002,78.48359
16.108651000000002,77.98359
16.108651000000002,77.73359
16.358651000000002,78.23359
16.358651000000002,77.98359
16.358651000000002,77.73359
16.608651000000002,78.23359
16.608651000000002,77.98359
16.608651000000002,77.73359
16.858651000000002,77.98359
16.858651000000002,78.23359
16.858651000000002,77.73359
17.108651000000002,78.23359
17.108651000000002,77.98359
17.108651000000002,77.73359
17.358651000000002,78.23359
17.358651000000002,77.98359
17.358651000000002,77.73359
17.608651000000002,78.23359
17.608651000000002,77.98359
17.608651000000002,77.73359
16.858651000000002,79.23359
16.858651000000002,79.73359
16.858651000000002,79.48359
17.108651000000002,79.23359
17.108651000000002,79.48359
17.108651000000002,79.73359
17.358651000000002,79.73359
17.358651000000002,79.23359
17.358651000000002,79.48359
17.608651000000002,79.73359
16.858651000000002,78.48359
16.858651000000002,78.73359
16.858651000000002,78.98359
17.108651000000002,78.48359
17.108651000000002,78.73359
17.108651000000002,78.98359
17.358651000000002,78.48359
17.358651000000002,78.73359
17.358651000000002,78.98359
17.608651000000002,78.48359
17.608651000000002,79.23359
